function_name,function_type,dimension,point_index,point,multiindex,order,encoded_degree,exact_value,predicted_value,abs_error,squared_error
rational_2d,rational,2,9,"0.065590261631863767;0.031246537245321337","0,5",5,5.05,7.6454813262518142,7.6454813262518142,0,0
rational_2d,rational,2,9,"0.065590261631863767;0.031246537245321337","1,4",5,5.14,0.80202413303974041,0.80202413303974018,2.2204460492503131E-16,4.9303806576313238E-32
rational_2d,rational,2,9,"0.065590261631863767;0.031246537245321337","2,3",5,5.23,3.208967193911024,3.2089671939110236,4.4408920985006262E-16,1.9721522630525295E-31
rational_2d,rational,2,9,"0.065590261631863767;0.031246537245321337","3,2",5,5.32,1.5304255719237791,1.5304255719237796,4.4408920985006262E-16,1.9721522630525295E-31
rational_2d,rational,2,9,"0.065590261631863767;0.031246537245321337","4,1",5,5.41,6.7176115290023155,6.7176115290023155,0,0
rational_2d,rational,2,9,"0.065590261631863767;0.031246537245321337","5,0",5,5.50,14.58763585736464,14.587635857364644,3.5527136788005009E-15,1.2621774483536189E-29
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","0,0,1",1,1.001,0.27224029442658582,0.27224029442658576,5.5511151231257827E-17,3.0814879110195774E-33
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","0,1,0",1,1.010,0.19745225957516699,0.19745225957516699,0,0
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","1,0,0",1,1.100,-0.18136845174880931,-0.18136845174880931,0,0
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","0,0,2",2,2.002,-0.18671059680987734,-0.18671059680987734,0,0
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","0,1,1",2,2.011,0.045689009971925543,0.045689009971925536,6.9388939039072284E-18,4.8148248609680896E-35
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","0,2,0",2,2.020,-0.031377079436076788,-0.031377079436076781,6.9388939039072284E-18,4.8148248609680896E-35
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","1,0,1",2,2.101,-0.11818061761699546,-0.11818061761699544,1.3877787807814457E-17,1.9259299443872359E-34
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","1,1,0",2,2.110,0.197710739255018,0.19771073925501798,2.7755575615628914E-17,7.7037197775489434E-34
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","2,0,0",2,2.200,-0.030493139420613102,-0.030493139420613092,1.0408340855860843E-17,1.0833355937178202E-34
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","0,0,3",3,3.003,-0.42267266040792778,-0.42267266040792772,5.5511151231257827E-17,3.0814879110195774E-33
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","0,1,2",3,3.012,-0.1723444976618152,-0.17234449766181517,2.7755575615628914E-17,7.7037197775489434E-34
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","0,2,1",3,3.021,-0.13510080122184423,-0.13510080122184423,0,0
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","0,3,0",3,3.030,-0.37321785619709175,-0.37321785619709175,0,0
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","1,0,2",3,3.102,0.021996014742462988,0.021996014742463012,2.4286128663675299E-17,5.8981604546859098E-34
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","1,1,1",3,3.111,-0.12088848746593477,-0.12088848746593475,1.3877787807814457E-17,1.9259299443872359E-34
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","1,2,0",3,3.120,0.21276107362376176,0.21276107362376173,2.7755575615628914E-17,7.7037197775489434E-34
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","2,0,1",3,3.201,0.013325116632612289,0.013325116632612311,2.2551405187698492E-17,5.0856587593975447E-34
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","2,1,0",3,3.210,-0.23086489550332048,-0.23086489550332051,2.7755575615628914E-17,7.7037197775489434E-34
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","3,0,0",3,3.300,0.34626351078084427,0.34626351078084427,0,0
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","0,0,4",4,4.004,0.84332625734646727,0.84332625734646716,1.1102230246251565E-16,1.2325951644078309E-32
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","0,1,3",4,4.013,-0.1293873653640806,-0.12938736536408063,2.7755575615628914E-17,7.7037197775489434E-34
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","0,2,2",4,4.022,0.073214733645484309,0.073214733645484267,4.163336342344337E-17,1.7333369499485123E-33
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","0,3,1",4,4.031,-0.14053643105441219,-0.14053643105441216,2.7755575615628914E-17,7.7037197775489434E-34
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","0,4,0",4,4.040,-0.25532667609272452,-0.25532667609272469,1.6653345369377348E-16,2.7733391199176196E-32
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","1,0,3",4,4.103,0.48202928917518417,0.48202928917518406,1.1102230246251565E-16,1.2325951644078309E-32
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","1,1,2",4,4.112,-0.066046799944755916,-0.066046799944755888,2.7755575615628914E-17,7.7037197775489434E-34
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","1,2,1",4,4.121,0.03339217667295892,0.033392176672958927,6.9388939039072284E-18,4.8148248609680896E-35
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","1,3,0",4,4.130,-0.093135294273684471,-0.093135294273684416,5.5511151231257827E-17,3.0814879110195774E-33
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","2,0,2",4,4.202,0.25334746614102627,0.25334746614102621,5.5511151231257827E-17,3.0814879110195774E-33
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","2,1,1",4,4.211,-0.050614299053670889,-0.050614299053670847,4.163336342344337E-17,1.7333369499485123E-33
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","2,2,0",4,4.220,-0.19161354263833175,-0.19161354263833177,2.7755575615628914E-17,7.7037197775489434E-34
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","3,0,1",4,4.301,0.1886817194203968,0.18868171942039674,5.5511151231257827E-17,3.0814879110195774E-33
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","3,1,0",4,4.310,-0.078684101398867862,-0.078684101398867667,1.9428902930940239E-16,3.7748226909989823E-32
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","4,0,0",4,4.400,-0.26552231857674513,-0.26552231857674524,1.1102230246251565E-16,1.2325951644078309E-32
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","0,0,5",5,5.005,2.0461852066673556,2.0461852066673551,4.4408920985006262E-16,1.9721522630525295E-31
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","0,1,4",5,5.014,0.87373138516292115,0.87373138516292115,0,0
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","0,2,3",5,5.023,0.4022728556088373,0.40227285560883708,2.2204460492503131E-16,4.9303806576313238E-32
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","0,3,2",5,5.032,0.6102311935560345,0.6102311935560345,0,0
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","0,4,1",5,5.041,0.3684181147423935,0.36841811474239344,5.5511151231257827E-17,3.0814879110195774E-33
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","0,5,0",5,5.050,1.892346071104354,1.892346071104354,0,0
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","1,0,4",5,5.104,-0.012547148472298347,-0.012547148472298538,1.9081958235744878E-16,3.6412113011071178E-32
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","1,1,3",5,5.113,0.54165172680663076,0.54165172680663065,1.1102230246251565E-16,1.2325951644078309E-32
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","1,2,2",5,5.122,-0.1182475341104464,-0.11824753411044636,4.163336342344337E-17,1.7333369499485123E-33
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","1,3,1",5,5.131,0.39713538772986051,0.39713538772986051,0,0
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","1,4,0",5,5.140,-0.77709459736073172,-0.77709459736073139,3.3306690738754696E-16,1.1093356479670479E-31
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","2,0,3",5,5.203,-0.15435963219610202,-0.15435963219610208,5.5511151231257827E-17,3.0814879110195774E-33
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","2,1,2",5,5.212,0.48990745499704785,0.4899074549970478,5.5511151231257827E-17,3.0814879110195774E-33
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","2,2,1",5,5.221,-0.076112778930762764,-0.076112778930762764,0,0
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","2,3,0",5,5.230,0.53902200600143413,0.53902200600143413,0,0
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","3,0,2",5,5.302,-0.51277077964894979,-0.51277077964894979,0,0
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","3,1,1",5,5.311,0.51475159460198561,0.51475159460198561,0,0
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","3,2,0",5,5.320,-0.46546457790034002,-0.4654645779003399,1.1102230246251565E-16,1.2325951644078309E-32
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","4,0,1",5,5.401,-0.6317092795169893,-0.63170927951698941,1.1102230246251565E-16,1.2325951644078309E-32
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","4,1,0",5,5.410,0.83839915655160824,0.83839915655160813,1.1102230246251565E-16,1.2325951644078309E-32
rational_3d,rational,3,0,"0.48770295513965312;-0.41548318578734383;-0.062503085981356676","5,0,0",5,5.500,-1.688372245831848,-1.688372245831848,0,0
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","0,0,1",1,1.001,0.053060721098008495,0.053060721098008502,6.9388939039072284E-18,4.8148248609680896E-35
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","0,1,0",1,1.010,-0.016264246930846354,-0.016264246930846351,3.4694469519536142E-18,1.2037062152420224E-35
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","1,0,0",1,1.100,-0.014283324234504721,-0.01428332423450474,1.9081958235744878E-17,3.6412113011071178E-34
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","0,0,2",2,2.002,-0.24367674962785257,-0.2436767496278526,2.7755575615628914E-17,7.7037197775489434E-34
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","0,1,1",2,2.011,-0.009727383801207648,-0.0097273838012076567,8.6736173798840355E-18,7.5231638452626401E-35
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","0,2,0",2,2.020,-0.19208969914097473,-0.19208969914097476,2.7755575615628914E-17,7.7037197775489434E-34
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","1,0,1",2,2.101,-0.11523681287212995,-0.11523681287212993,1.3877787807814457E-17,1.9259299443872359E-34
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","1,1,0",2,2.110,0.23793306310910373,0.23793306310910375,2.7755575615628914E-17,7.7037197775489434E-34
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","2,0,0",2,2.200,-0.19127692154258824,-0.19127692154258821,2.7755575615628914E-17,7.7037197775489434E-34
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","0,0,3",3,3.003,0.21486250311229738,0.21486250311229738,0,0
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","0,1,2",3,3.012,0.089071928153311247,0.089071928153311247,0,0
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","0,2,1",3,3.021,0.05725743600004727,0.057257436000047256,1.3877787807814457E-17,1.9259299443872359E-34
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","0,3,0",3,3.030,0.19726438288935505,0.19726438288935502,2.7755575615628914E-17,7.7037197775489434E-34
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","1,0,2",3,3.102,0.16415657060280919,0.16415657060280919,0,0
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","1,1,1",3,3.111,-0.05115744031597582,-0.051157440315975841,2.0816681711721685E-17,4.3333423748712807E-34
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","1,2,0",3,3.120,-0.066150219405215371,-0.066150219405215371,0,0
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","2,0,1",3,3.201,0.14380955616343175,0.14380955616343177,2.7755575615628914E-17,7.7037197775489434E-34
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","2,1,0",3,3.210,-0.11264248730610742,-0.11264248730610743,1.3877787807814457E-17,1.9259299443872359E-34
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","3,0,0",3,3.300,0.23432264346227155,0.23432264346227155,0,0
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","0,0,4",4,4.004,0.32749199994393668,0.32749199994393668,0,0
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","0,1,3",4,4.013,-0.15700905838317553,-0.15700905838317553,0,0
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","0,2,2",4,4.022,0.099156468856233138,0.09915646885623311,2.7755575615628914E-17,7.7037197775489434E-34
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","0,3,1",4,4.031,-0.11642818187393354,-0.11642818187393356,1.3877787807814457E-17,1.9259299443872359E-34
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","0,4,0",4,4.040,0.28471107094320558,0.28471107094320569,1.1102230246251565E-16,1.2325951644078309E-32
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","1,0,3",4,4.103,0.049638000991585204,0.049638000991585225,2.0816681711721685E-17,4.3333423748712807E-34
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","1,1,2",4,4.112,-0.14684116657565321,-0.14684116657565321,0,0
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","1,2,1",4,4.121,0.1317785357434588,0.1317785357434588,0,0
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","1,3,0",4,4.130,-0.33834917658190866,-0.33834917658190866,0,0
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","2,0,2",4,4.202,0.06683219896070805,0.066832198960708092,4.163336342344337E-17,1.7333369499485123E-33
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","2,1,1",4,4.211,-0.06495166698673252,-0.064951666986732493,2.7755575615628914E-17,7.7037197775489434E-34
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","2,2,0",4,4.220,0.29240384653250789,0.29240384653250795,5.5511151231257827E-17,3.0814879110195774E-33
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","3,0,1",4,4.301,0.034249054995947326,0.034249054995947353,2.7755575615628914E-17,7.7037197775489434E-34
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","3,1,0",4,4.310,-0.26945998927067916,-0.26945998927067916,0,0
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","4,0,0",4,4.400,0.17130353396261305,0.17130353396261305,0,0
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","0,0,5",5,5.005,-1.6211617066222683,-1.6211617066222683,0,0
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","0,1,4",5,5.014,-0.095843941208293357,-0.095843941208293426,6.9388939039072284E-17,4.8148248609680896E-33
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","0,2,3",5,5.023,-0.19743241007359347,-0.19743241007359347,0,0
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","0,3,2",5,5.032,-0.21019899395925457,-0.21019899395925454,2.7755575615628914E-17,7.7037197775489434E-34
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","0,4,1",5,5.041,-0.12672907085951585,-0.12672907085951593,8.3266726846886741E-17,6.9333477997940491E-33
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","0,5,0",5,5.050,-1.3300310377540645,-1.3300310377540647,2.2204460492503131E-16,4.9303806576313238E-32
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","1,0,4",5,5.104,-0.84432037299189189,-0.84432037299189178,1.1102230246251565E-16,1.2325951644078309E-32
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","1,1,3",5,5.113,0.22586273500798365,0.22586273500798371,5.5511151231257827E-17,3.0814879110195774E-33
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","1,2,2",5,5.122,-0.12212784893824177,-0.12212784893824176,1.3877787807814457E-17,1.9259299443872359E-34
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","1,3,1",5,5.131,0.081412120230618668,0.081412120230618681,1.3877787807814457E-17,1.9259299443872359E-34
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","1,4,0",5,5.140,0.48515127610967423,0.48515127610967423,0,0
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","2,0,3",5,5.203,-0.63410825545766603,-0.63410825545766603,0,0
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","2,1,2",5,5.212,0.19797397677814665,0.19797397677814665,0,0
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","2,2,1",5,5.221,-0.23550716624245985,-0.2355071662424599,5.5511151231257827E-17,3.0814879110195774E-33
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","2,3,0",5,5.230,0.050853571208291523,0.050853571208291537,1.3877787807814457E-17,1.9259299443872359E-34
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","3,0,2",5,5.302,-0.62898196415120011,-0.6289819641512,1.1102230246251565E-16,1.2325951644078309E-32
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","3,1,1",5,5.311,0.31515201020999406,0.31515201020999417,1.1102230246251565E-16,1.2325951644078309E-32
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","3,2,0",5,5.320,-0.18100748156839586,-0.18100748156839577,8.3266726846886741E-17,6.9333477997940491E-33
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","4,0,1",5,5.401,-0.72445630658144045,-0.72445630658144045,0,0
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","4,1,0",5,5.410,0.6589928567390082,0.65899285673900809,1.1102230246251565E-16,1.2325951644078309E-32
rational_3d,rational,3,1,"0.52122708137782625;0.6676492136541522;0.60309467501902969","5,0,0",5,5.500,-1.3868471730373606,-1.3868471730373604,2.2204460492503131E-16,4.9303806576313238E-32
rational_3d,rational,3,2,"0.77752826855363211;-0.11284872452902162;0.12307921233480801","0,0,1",1,1.001,0.19197630490225645,0.19197630490225642,2.7755575615628914E-17,7.7037197775489434E-34
rational_3d,rational,3,2,"0.77752826855363211;-0.11284872452902162;0.12307921233480801","0,1,0",1,1.010,0.22536935890561868,0.22536935890561868,0,0
rational_3d,rational,3,2,"0.77752826855363211;-0.11284872452902162;0.12307921233480801","1,0,0",1,1.100,-0.15527414941354964,-0.15527414941354964,0,0
rational_3d,rational,3,2,"0.77752826855363211;-0.11284872452902162;0.12307921233480801","0,0,2",2,2.002,-0.25440776138116517,-0.25440776138116517,0,0
rational_3d,rational,3,2,"0.77752826855363211;-0.11284872452902162;0.12307921233480801","0,1,1",2,2.011,-0.050260853583008677,-0.050260853583008684,6.9388939039072284E-18,4.8148248609680896E-35
rational_3d,rational,3,2,"0.77752826855363211;-0.11284872452902162;0.12307921233480801","0,2,0",2,2.020,-0.12169307332510361,-0.12169307332510361,0,0
rational_3d,rational,3,2,"0.77752826855363211;-0.11284872452902162;0.12307921233480801","1,0,1",2,2.101,-0.11826820539334885,-0.11826820539334888,2.7755575615628914E-17,7.7037197775489434E-34
rational_3d,rational,3,2,"0.77752826855363211;-0.11284872452902162;0.12307921233480801","1,1,0",2,2.110,0.15738573200574077,0.15738573200574074,2.7755575615628914E-17,7.7037197775489434E-34
rational_3d,rational,3,2,"0.77752826855363211;-0.11284872452902162;0.12307921233480801","2,0,0",2,2.200,-0.0091939117160429705,-0.0091939117160429653,5.2041704279304213E-18,2.7083389842945504E-35
rational_3d,rational,3,2,"0.77752826855363211;-0.11284872452902162;0.12307921233480801","0,0,3",3,3.003,-0.099394656276788645,-0.09939465627678859,5.5511151231257827E-17,3.0814879110195774E-33
rational_3d,rational,3,2,"0.77752826855363211;-0.11284872452902162;0.12307921233480801","0,1,2",3,3.012,-0.10870196230730315,-0.10870196230730314,1.3877787807814457E-17,1.9259299443872359E-34
rational_3d,rational,3,2,"0.77752826855363211;-0.11284872452902162;0.12307921233480801","0,2,1",3,3.021,-0.075658423783710918,-0.07565842378371089,2.7755575615628914E-17,7.7037197775489434E-34
rational_3d,rational,3,2,"0.77752826855363211;-0.11284872452902162;0.12307921233480801","0,3,0",3,3.030,-0.384807712680305,-0.38480771268030489,1.1102230246251565E-16,1.2325951644078309E-32
rational_3d,rational,3,2,"0.77752826855363211;-0.11284872452902162;0.12307921233480801","1,0,2",3,3.102,0.15977593280820201,0.15977593280820207,5.5511151231257827E-17,3.0814879110195774E-33
rational_3d,rational,3,2,"0.77752826855363211;-0.11284872452902162;0.12307921233480801","1,1,1",3,3.111,-0.088202728524857818,-0.088202728524857804,1.3877787807814457E-17,1.9259299443872359E-34
rational_3d,rational,3,2,"0.77752826855363211;-0.11284872452902162;0.12307921233480801","1,2,0",3,3.120,0.15713205786143605,0.15713205786143608,2.7755575615628914E-17,7.7037197775489434E-34
rational_3d,rational,3,2,"0.77752826855363211;-0.11284872452902162;0.12307921233480801","2,0,1",3,3.201,0.089306832819437687,0.089306832819437729,4.163336342344337E-17,1.7333369499485123E-33
rational_3d,rational,3,2,"0.77752826855363211;-0.11284872452902162;0.12307921233480801","2,1,0",3,3.210,-0.26314605896320653,-0.26314605896320648,5.5511151231257827E-17,3.0814879110195774E-33
rational_3d,rational,3,2,"0.77752826855363211;-0.11284872452902162;0.12307921233480801","3,0,0",3,3.300,0.26231126679957228,0.26231126679957228,0,0
rational_3d,rational,3,2,"0.77752826855363211;-0.11284872452902162;0.12307921233480801","0,0,4",4,4.004,0.92804919933752261,0.92804919933752272,1.1102230246251565E-16,1.2325951644078309E-32
rational_3d,rational,3,2,"0.77752826855363211;-0.11284872452902162;0.12307921233480801","0,1,3",4,4.013,0.16441542459592329,0.16441542459592329,0,0
rational_3d,rational,3,2,"0.77752826855363211;-0.11284872452902162;0.12307921233480801","0,2,2",4,4.022,0.23015156333291864,0.2301515633329187,5.5511151231257827E-17,3.0814879110195774E-33
rational_3d,rational,3,2,"0.77752826855363211;-0.11284872452902162;0.12307921233480801","0,3,1",4,4.031,0.17281042403816629,0.17281042403816632,2.7755575615628914E-17,7.7037197775489434E-34
rational_3d,rational,3,2,"0.77752826855363211;-0.11284872452902162;0.12307921233480801","0,4,0",4,4.040,0.29851858017172439,0.29851858017172445,5.5511151231257827E-17,3.0814879110195774E-33
rational_3d,rational,3,2,"0.77752826855363211;-0.11284872452902162;0.12307921233480801","1,0,3",4,4.103,0.30818357026842635,0.30818357026842635,0,0
rational_3d,rational,3,2,"0.77752826855363211;-0.11284872452902162;0.12307921233480801","1,1,2",4,4.112,0.049572245854624157,0.049572245854624171,1.3877787807814457E-17,1.9259299443872359E-34
rational_3d,rational,3,2,"0.77752826855363211;-0.11284872452902162;0.12307921233480801","1,2,1",4,4.121,0.076318756939385474,0.076318756939385501,2.7755575615628914E-17,7.7037197775489434E-34
rational_3d,rational,3,2,"0.77752826855363211;-0.11284872452902162;0.12307921233480801","1,3,0",4,4.130,-0.051543761089106285,-0.05154376108910623,5.5511151231257827E-17,3.0814879110195774E-33
rational_3d,rational,3,2,"0.77752826855363211;-0.11284872452902162;0.12307921233480801","2,0,2",4,4.202,0.075421254728080783,0.075421254728080755,2.7755575615628914E-17,7.7037197775489434E-34
rational_3d,rational,3,2,"0.77752826855363211;-0.11284872452902162;0.12307921233480801","2,1,1",4,4.211,0.099598962620447096,0.09959896262044711,1.3877787807814457E-17,1.9259299443872359E-34
rational_3d,rational,3,2,"0.77752826855363211;-0.11284872452902162;0.12307921233480801","2,2,0",4,4.220,-0.10310438533320826,-0.10310438533320826,0,0
rational_3d,rational,3,2,"0.77752826855363211;-0.11284872452902162;0.12307921233480801","3,0,1",4,4.301,0.0051123330184044205,0.0051123330184044136,6.9388939039072284E-18,4.8148248609680896E-35
rational_3d,rational,3,2,"0.77752826855363211;-0.11284872452902162;0.12307921233480801","3,1,0",4,4.310,0.11793389402840265,0.11793389402840271,5.5511151231257827E-17,3.0814879110195774E-33
rational_3d,rational,3,2,"0.77752826855363211;-0.11284872452902162;0.12307921233480801","4,0,0",4,4.400,-0.44270136196039317,-0.44270136196039317,0,0
rational_3d,rational,3,2,"0.77752826855363211;-0.11284872452902162;0.12307921233480801","0,0,5",5,5.005,-0.74092484375850876,-0.74092484375850887,1.1102230246251565E-16,1.2325951644078309E-32
rational_3d,rational,3,2,"0.77752826855363211;-0.11284872452902162;0.12307921233480801","0,1,4",5,5.014,0.22548626435365357,0.22548626435365349,8.3266726846886741E-17,6.9333477997940491E-33
rational_3d,rational,3,2,"0.77752826855363211;-0.11284872452902162;0.12307921233480801","0,2,3",5,5.023,0.0054040107794926448,0.0054040107794926257,1.9081958235744878E-17,3.6412113011071178E-34
